Dia,Codi estació,Nom estació,Volum (hm3)
17/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.018183
17/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019343
16/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.018178
16/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.017685
15/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.018116
15/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019257
14/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019646
14/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019398
13/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.023945
13/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019295
12/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.023844
12/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.027599
11/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.017066
11/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.029515
10/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.003315
10/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018321
09/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.007083
09/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018422
08/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.017401
08/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018408
07/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.018441
07/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.020076
06/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019111
06/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019498
05/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019235
05/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019252
04/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.016715
04/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019392
03/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014414
03/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019126
02/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014329
02/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019452
01/06/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.024994
01/06/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018782
31/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.033138
31/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019627
30/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.029045
30/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.009991
29/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.030252
29/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018002
28/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.031885
28/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019456
27/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.021534
27/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018993
26/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014404
26/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018151
25/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014274
25/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.017442
24/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014295
24/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019046
23/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.012982
23/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.020228
22/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.012383
22/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019957
21/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014488
21/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019152
20/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.015238
20/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019781
19/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.017824
19/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018778
18/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.018043
18/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.01817
17/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.021852
17/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.027311
16/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.020344
16/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039028
15/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.018007
15/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039818
14/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.017992
14/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040076
13/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.016344
13/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040144
12/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014409
12/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039475
11/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014223
11/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039409
10/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014482
10/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.038699
09/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.015363
09/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.03896
08/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.016066
08/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039984
07/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.01611
07/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040082
06/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014887
06/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040054
05/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014472
05/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.038774
04/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.01433
04/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.038131
03/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.015719
03/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.038128
02/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.015627
02/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040216
01/05/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014347
01/05/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039916
30/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014315
30/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040058
29/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.01439
29/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040194
28/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014322
28/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.038736
27/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014412
27/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039945
26/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.01435
26/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039402
25/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014366
25/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.03997
24/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014359
24/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.0369
23/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014305
23/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.04022
22/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014391
22/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.022892
21/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014447
21/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039098
20/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014338
20/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039688
19/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014358
19/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.03925
18/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014424
18/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039674
17/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014325
17/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.03814
16/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014391
16/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039772
15/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014485
15/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.038967
14/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.016118
14/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.038561
13/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019109
13/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.03919
12/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019459
12/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040557
11/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.0189
11/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040668
10/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019099
10/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040615
09/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019114
09/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040585
08/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019142
08/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040466
07/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019198
07/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039966
06/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.030894
06/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.038031
05/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.030812
05/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.0366
04/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.029093
04/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039932
03/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.024366
03/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039864
02/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.026042
02/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040597
01/04/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.021817
01/04/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040618
31/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.013743
31/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040338
30/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014271
30/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039684
29/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014391
29/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040436
28/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014388
28/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040336
27/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014386
27/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040749
26/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014344
26/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040604
25/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.015209
25/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.038948
24/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.01441
24/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.038946
23/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014353
23/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.03941
22/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014363
22/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.038716
21/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014338
21/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040289
20/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.01427
20/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040794
19/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014396
19/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.022592
18/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014364
18/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.017537
17/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014395
17/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019002
16/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014712
16/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.017965
15/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.016795
15/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019478
14/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014458
14/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.030552
13/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014337
13/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.037731
12/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014456
12/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039636
11/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.01914
11/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039748
10/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019102
10/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.040392
09/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019042
09/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.039356
08/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.01926
08/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.029025
07/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.01915
07/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.020014
06/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.016714
06/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019573
05/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014007
05/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019472
04/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014411
04/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.020222
03/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014358
03/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019836
02/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014357
02/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.020166
01/03/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014751
01/03/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.01893
28/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.016224
28/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.01948
27/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.0144
27/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.002519
26/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.014342
26/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.00729
25/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.018126
25/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019528
24/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019078
24/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019994
23/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.009316
23/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018748
22/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0
22/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.020156
21/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0
21/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019502
20/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0
20/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.020209
19/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0
19/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.020038
18/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.003021
18/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019409
17/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.026095
17/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018072
16/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.028778
16/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019126
15/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.027947
15/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019867
14/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.03298
14/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.01981
13/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.026173
13/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019805
12/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.029199
12/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019758
11/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.02899
11/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019677
10/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.029618
10/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019066
09/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.029422
09/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019464
08/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.029273
08/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019818
07/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.030273
07/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019732
06/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.027818
06/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019822
05/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.029586
05/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019818
04/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.023451
04/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019153
03/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019069
03/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019066
02/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019267
02/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019447
01/02/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.017277
01/02/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019384
31/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.015902
31/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.017268
30/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019964
30/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019732
29/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019951
29/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019755
28/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019948
28/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.01969
27/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.019969
27/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018545
26/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.01995
26/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018586
25/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.016726
25/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.01955
24/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.015171
24/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019782
23/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.015261
23/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019818
22/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.015263
22/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019611
21/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.027154
21/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019184
20/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.027109
20/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019346
19/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.02807
19/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018841
18/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.030014
18/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019863
17/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.028668
17/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.02017
16/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.029503
16/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.02031
15/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.029215
15/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.020244
14/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.029842
14/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.018132
13/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.029949
13/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.019024
12/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.03013
12/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.01897
11/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.030694
11/01/2019,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.01984
10/01/2019,F019289,ATLL CGC - Blanes. ITAM Tordera,0.03046
