Dia,Codi estació,Nom estació,Volum (hm3)
14/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.173408
13/01/2024,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053503
13/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.173344
12/01/2024,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053565
12/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.168864
11/01/2024,F019289,ATLL CGC - Blanes. ITAM Tordera,0.052705
11/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.164864
10/01/2024,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054471
10/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.166752
09/01/2024,F019289,ATLL CGC - Blanes. ITAM Tordera,0.037763
09/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.164848
08/01/2024,F019289,ATLL CGC - Blanes. ITAM Tordera,0.05099
08/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.170976
07/01/2024,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054075
07/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.173472
06/01/2024,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054418
06/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.174416
05/01/2024,F019289,ATLL CGC - Blanes. ITAM Tordera,0.05813
05/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.174336
04/01/2024,F019289,ATLL CGC - Blanes. ITAM Tordera,0.057862
04/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.173888
03/01/2024,F019289,ATLL CGC - Blanes. ITAM Tordera,0.051271
03/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.17384
02/01/2024,F019289,ATLL CGC - Blanes. ITAM Tordera,0.050461
02/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.174208
01/01/2024,F019289,ATLL CGC - Blanes. ITAM Tordera,0.055187
01/01/2024,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.173776
31/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.05748
31/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.173696
30/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053336
30/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.174112
29/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.042443
29/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.174096
28/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.042921
28/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.165424
27/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.044456
27/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.171504
26/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054435
26/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.150288
25/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054352
25/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.155088
24/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054508
24/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.143952
23/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.057339
23/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.149648
22/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054698
22/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.176112
21/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.043847
21/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.1764
20/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.03307
20/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.176592
19/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.045029
19/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.175344
18/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.038026
18/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.176528
17/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.03866
17/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.1768
16/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.040191
16/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.176704
15/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.042692
15/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.165792
14/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.036541
14/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.156816
13/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.042301
13/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.156816
12/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.039254
12/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.155168
11/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.036036
11/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.144112
10/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.043066
10/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.178208
09/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.04199
09/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.178416
08/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.037744
08/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.175504
07/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.036476
07/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.1408
06/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.033559
06/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.15512
05/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.040393
05/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.038704
04/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.041404
04/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
03/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.046118
03/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
02/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054082
02/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
01/12/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.05523
01/12/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
30/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053398
30/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
29/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.059235
29/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
28/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.049732
28/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
27/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053756
27/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
26/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.055702
26/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
25/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.060838
25/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
24/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.055281
24/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
23/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.055207
23/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
22/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.041207
22/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
21/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.051967
21/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0
20/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.057844
20/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.009232
19/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054702
19/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.082432
18/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.056384
18/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.158016
17/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054914
17/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.176688
16/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.055599
16/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.175728
15/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.058827
15/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.157936
14/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.058054
14/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.142144
13/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054524
13/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.142432
12/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054551
12/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.162208
11/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053785
11/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.166272
10/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.044578
10/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.15856
09/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.036368
09/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.151504
08/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.045778
08/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.145488
07/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.042577
07/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.166128
06/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.056335
06/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.087008
05/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.055811
05/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.15816
04/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.050681
04/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.16664
03/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.052394
03/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.163216
02/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.055559
02/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.17152
01/11/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.052817
01/11/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.169392
31/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054569
31/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.175632
30/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.055118
30/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.175104
29/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.058679
29/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.183104
28/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.057873
28/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.171888
27/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.058568
27/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.167056
26/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054196
26/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.156576
25/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053528
25/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.155648
24/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.059889
24/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.147184
23/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.058881
23/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.154176
22/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054608
22/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.15264
21/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053395
21/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.153328
20/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.057223
20/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.1532
19/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.044733
19/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.141424
18/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.043149
18/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.148704
17/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.040948
17/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.15552
16/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.05081
16/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.146912
15/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054905
15/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.15488
14/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.057159
14/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.147712
13/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.058504
13/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.144224
12/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.055823
12/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.154784
11/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.055917
11/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.153536
10/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.057096
10/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.154112
09/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.052105
09/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.154992
08/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054664
08/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.157552
07/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.058387
07/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.157024
06/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.059952
06/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.156592
05/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.049217
05/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.1508
04/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.043476
04/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.160528
03/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054371
03/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.15736
02/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.057284
02/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.175504
01/10/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.057234
01/10/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.175872
30/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.059046
30/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.175184
29/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.055657
29/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.175424
28/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.056087
28/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.177328
27/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054604
27/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.177712
26/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.050457
26/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.172768
25/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.051403
25/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.177024
24/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.060965
24/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.177136
23/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.056862
23/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.175936
22/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.056976
22/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.168272
21/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.059445
21/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.168768
20/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.04987
20/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.165776
19/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.057665
19/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.175728
18/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.058457
18/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.17048
17/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.058839
17/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.175664
16/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053664
16/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.176208
15/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.041834
15/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.17128
14/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.041677
14/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.167392
13/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.041989
13/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.173536
12/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.042825
12/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.177312
11/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.045073
11/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.17688
10/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.038847
10/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.176896
09/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054095
09/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.177104
08/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.059634
08/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.17728
07/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053994
07/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.177632
06/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.058358
06/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.17128
05/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.057353
05/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.158912
04/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.052374
04/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.1756
03/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.057144
03/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.169952
02/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.056847
02/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.177184
01/09/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053557
01/09/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.171824
31/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053611
31/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.173024
30/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.05541
30/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.175456
29/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.048364
29/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.156128
28/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053611
28/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.168688
27/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.056997
27/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.176784
26/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.057478
26/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.176832
25/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.051705
25/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.124112
24/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.047205
24/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.081984
23/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.053577
23/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.08712
22/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.05898
22/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.098608
21/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.05439
21/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.064944
20/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.05609
20/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.154032
19/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.058547
19/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.177376
18/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.05828
18/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.169088
17/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054776
17/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.1668
16/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.055029
16/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.17296
15/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.054336
15/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.177248
14/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.055845
14/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.16696
13/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.051402
13/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.176864
12/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.0563
12/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.177744
11/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.056181
11/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.177152
10/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.042824
10/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.178064
09/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.045232
09/08/2023,F019603,ATLL CGC - Cabalímetre ITAM Llobregat (Z05b ITAM),0.178528
08/08/2023,F019289,ATLL CGC - Blanes. ITAM Tordera,0.041498
